EID,Xvalue,Yvalue,Zvalue,time
17002,-0.8092401623725891,-9.467870712280273,-0.3866635859012604,2017-04-17 15:15:11.106
17003,-1.1097124814987185,-10.11550235748291,-0.7601590156555176,2017-04-17 15:15:11.115
17004,-1.1516109704971311,-10.686519622802734,-1.0043675899505615,2017-04-17 15:15:11.126
17005,-0.8104372620582581,-11.095928192138672,-1.114500880241394,2017-04-17 15:15:11.135
17006,-0.28969839215278625,-11.09951877593994,-1.40180504322052,2017-04-17 15:15:11.145
17007,0.4668693244457245,-10.846930503845217,-1.890222191810608,2017-04-17 15:15:11.155
17008,1.09654438495636,-10.708066940307617,-2.079364061355591,2017-04-17 15:15:11.166
17009,1.292868971824646,-10.988188743591307,-1.8638859987258911,2017-04-17 15:15:11.175
17010,0.9409212470054626,-11.737573623657227,-1.5083470344543457,2017-04-17 15:15:11.185
17011,0.002394201699644327,-12.749124526977539,-1.373074650764465,2017-04-17 15:15:11.196
17012,-0.9911994934082032,-13.658920288085938,-1.8866308927536009,2017-04-17 15:15:11.206
17013,-1.6148890256881714,-13.960590362548828,-1.6735470294952393,2017-04-17 15:15:11.216
17014,-1.9871873855590816,-13.631387710571287,-1.338358759880066,2017-04-17 15:15:11.226
17015,-2.403778553009033,-12.978967666625975,-2.121262788772583,2017-04-17 15:15:11.236
17016,-2.160767078399658,-12.212822914123535,-2.4408886432647705,2017-04-17 15:15:11.246
17017,-2.142810583114624,-11.66455078125,-2.432508945465088,2017-04-17 15:15:11.256
17018,-2.802412986755371,-11.77947235107422,-2.75812029838562,2017-04-17 15:15:11.268
17019,-3.2225954532623287,-12.501323699951172,-3.380612850189209,2017-04-17 15:15:11.275
17020,-3.223792552947998,-13.66490650177002,-3.3470940589904785,2017-04-17 15:15:11.285
17021,-3.0801405906677246,-14.82130527496338,-2.9448680877685547,2017-04-17 15:15:11.295
17022,-2.668337821960449,-15.278597831726074,-2.831143617630005,2017-04-17 15:15:11.305
17023,-2.233790159225464,-14.927847862243652,-2.8993782997131348,2017-04-17 15:15:11.315
17024,-1.8160020112991333,-14.296975135803224,-2.5342624187469482,2017-04-17 15:15:11.325
17025,-1.0654197931289673,-13.618219375610352,-0.6368576288223267,2017-04-17 15:15:11.335
17026,0.4321534037590027,-12.24394702911377,2.187103271484375,2017-04-17 15:15:11.344
17027,2.2816741466522217,-10.714052200317383,4.32871675491333,2017-04-17 15:15:11.354
17028,3.2261867523193364,-9.406818389892578,6.125565052032473,2017-04-17 15:15:11.364
17029,3.3351230621337886,-8.87410831451416,6.142324447631836,2017-04-17 15:15:11.374
17030,2.85987401008606,-9.554061889648438,4.55616569519043,2017-04-17 15:15:11.384
17031,2.8718450069427486,-10.921151161193848,3.1687259674072266,2017-04-17 15:15:11.395
17032,3.2632968425750732,-13.472172737121582,0.1472434103488922,2017-04-17 15:15:11.404
17033,4.106055736541748,-16.140510559082028,-2.806004285812378,2017-04-17 15:15:11.415
17034,6.3949127197265625,-16.882713317871097,-3.7900211811065687,2017-04-17 15:15:11.425
17035,6.341042995452881,-16.98805809020996,-3.2537200450897217,2017-04-17 15:15:11.436
17036,4.46518611907959,-16.134525299072266,-0.7589619159698486,2017-04-17 15:15:11.446
17037,2.721010208129884,-14.630966186523438,1.3287819623947144,2017-04-17 15:15:11.455
17038,0.974440097808838,-13.57392692565918,2.4588451385498047,2017-04-17 15:15:11.465
17039,-0.15322890877723694,-12.646173477172852,3.093308687210083,2017-04-17 15:15:11.475
17040,-0.22385786473751068,-11.51611042022705,-0.8702923059463501,2017-04-17 15:15:11.485
17041,0.9181763529777528,-10.341753959655762,-2.5462334156036377,2017-04-17 15:15:11.496
17042,1.0139443874359129,-8.969876289367676,-1.3539210557937622,2017-04-17 15:15:11.506
17043,0.9672574996948242,-7.50462532043457,-0.2585737705230713,2017-04-17 15:15:11.516
17044,0.9756371974945068,-6.206967830657959,0.9983820915222168,2017-04-17 15:15:11.526
17045,0.7757213711738586,-5.698200225830077,2.2433669567108154,2017-04-17 15:15:11.535
17046,0.487220048904419,-5.700594425201416,1.9752163887023928,2017-04-17 15:15:11.545
17047,0.21428105235099792,-5.750872611999513,0.8882488012313843,2017-04-17 15:15:11.555
17048,0.4165911078453064,-5.694608688354492,-0.1173158809542656,2017-04-17 15:15:11.565
17049,1.171961784362793,-5.965153694152832,-0.6344634294509888,2017-04-17 15:15:11.577
17050,1.335964560508728,-6.325480937957764,-0.4058171808719635,2017-04-17 15:15:11.585
17051,1.217451572418213,-5.8885393142700195,-0.0035913025494664907,2017-04-17 15:15:11.595
17052,0.9397241473197936,-5.3151278495788565,0.15562310814857486,2017-04-17 15:15:11.605
17053,0.7817068696022034,-5.128379821777344,0.2011129409074784,2017-04-17 15:15:11.615
17054,0.5913678407669067,-5.153519153594972,1.0821791887283323,2017-04-17 15:15:11.625
17055,0.7015010714530945,-5.0685248374938965,1.134851574897766,2017-04-17 15:15:11.635
17056,0.9672574996948242,-4.721365928649902,0.6631938815116882,2017-04-17 15:15:11.645
17057,1.3922282457351685,-4.399345397949219,-0.11372458189725874,2017-04-17 15:15:11.655
17058,1.7776948213577268,-4.195838451385498,-0.8978256583213806,2017-04-17 15:15:11.665
17059,2.36188006401062,-3.883395195007324,-1.5107412338256836,2017-04-17 15:15:11.675
17060,2.9233202934265137,-3.603273630142212,-1.9261353015899656,2017-04-17 15:15:11.685
17061,3.3195607662200928,-3.533841609954834,-2.729389905929565,2017-04-17 15:15:11.694
17062,3.612850427627564,-3.556586742401123,-3.2716765403747563,2017-04-17 15:15:11.705
17063,3.5936968326568604,-4.0976762771606445,-3.2309751510620117,2017-04-17 15:15:11.715
17064,3.270479440689087,-5.147533416748047,-3.403357744216919,2017-04-17 15:15:11.725
17065,2.9089550971984863,-6.600813865661621,-4.40892219543457,2017-04-17 15:15:11.734
17066,2.980781078338623,-8.145073890686035,-6.975506782531737,2017-04-17 15:15:11.745
17067,3.5063083171844482,-9.702502250671387,-9.99339771270752,2017-04-17 15:15:11.754
17068,4.802768707275392,-11.63222885131836,-12.345701217651367,2017-04-17 15:15:11.764
17069,6.1926026344299325,-13.91270637512207,-12.868834495544435,2017-04-17 15:15:11.774
17070,5.638344764709473,-16.394296646118164,-11.42752456665039,2017-04-17 15:15:11.785
17071,4.309563159942627,-17.44415283203125,-9.489418029785156,2017-04-17 15:15:11.795
17072,4.966771602630615,-15.738285064697266,-9.548076629638672,2017-04-17 15:15:11.805
17073,5.5341973304748535,-13.092692375183105,-11.535264015197756,2017-04-17 15:15:11.815
17074,4.526238441467285,-10.597933769226074,-11.161767959594727,2017-04-17 15:15:11.825
17075,3.003525972366333,-8.131906509399414,-7.3442134857177725,2017-04-17 15:15:11.835
17076,2.5222914218902592,-5.901707172393799,-3.3770215511322017,2017-04-17 15:15:11.845
17077,2.366668462753296,-4.49870491027832,-0.9145850539207458,2017-04-17 15:15:11.855
17078,2.2876596450805664,-4.717774391174316,0.5039794445037842,2017-04-17 15:15:11.865
17079,2.894589900970459,-6.6570777893066415,0.28371289372444153,2017-04-17 15:15:11.875
17080,3.195062160491944,-9.127894401550293,0.18794482946395874,2017-04-17 15:15:11.885
17081,2.9316999912261963,-11.590330123901367,0.44532153010368347,2017-04-17 15:15:11.895
17082,2.850297212600708,-13.961787223815918,0.2394201755523681,2017-04-17 15:15:11.904
17083,3.0837318897247314,-16.418237686157227,0.5734112858772278,2017-04-17 15:15:11.915
17084,2.783259391784668,-18.727445602416992,1.234210968017578,2017-04-17 15:15:11.926
17085,2.387019157409668,-19.697097778320312,0.5291185975074768,2017-04-17 15:15:11.936
17086,1.2330138683319092,-15.194801330566404,-1.9009962081909184,2017-04-17 15:15:11.945
17087,2.5246856212615967,-9.131484985351562,-2.2876596450805664,2017-04-17 15:15:11.955
17088,3.5924997329711914,-4.150348663330078,-0.1173158809542656,2017-04-17 15:15:11.965
17089,3.309983968734741,-1.6579847335815432,2.5582044124603267,2017-04-17 15:15:11.975
17090,1.3563152551651,-2.846705913543701,3.529053211212158,2017-04-17 15:15:11.985
17091,-0.0933738648891449,-4.699818134307861,2.782062292098999,2017-04-17 15:15:11.994
17092,-1.6160861253738403,-6.8043212890625,1.5322890281677246,2017-04-17 15:15:12.005
17093,-3.288435935974121,-9.130288124084473,0.4728548228740692,2017-04-17 15:15:12.015
17094,-4.1395745277404785,-10.800244331359863,0.4213795065879822,2017-04-17 15:15:12.025
17095,-3.7409400939941406,-11.479000091552734,0.7457938194274902,2017-04-17 15:15:12.035
17096,-2.157175779342652,-10.937910079956056,0.4680664241313934,2017-04-17 15:15:12.045
17097,-0.14604631066322327,-9.919178009033203,0.5997475385665894,2017-04-17 15:15:12.055
17098,1.280897855758667,-9.240421295166016,1.3431471586227417,2017-04-17 15:15:12.068
17099,1.8926163911819456,-8.729259490966799,1.8303672075271609,2017-04-17 15:15:12.076
17100,1.928529500961304,-8.604761123657228,1.3275848627090454,2017-04-17 15:15:12.087
17101,1.138442873954773,-8.726864814758299,1.4472949504852295,2017-04-17 15:15:12.095
17102,-0.2454056739807129,-9.028534889221193,1.843535304069519,2017-04-17 15:15:12.105
17103,-0.5698199868202211,-8.848969459533691,0.4058171808719635,2017-04-17 15:15:12.115
17104,-0.8152256608009338,-8.653841972351074,-0.9576807022094728,2017-04-17 15:15:12.125
17105,-0.4620809257030487,-8.634688377380371,-1.3036428689956665,2017-04-17 15:15:12.135
17106,0.15083470940589905,-8.474276542663574,-1.3084312677383425,2017-04-17 15:15:12.145
17107,0.6440402865409851,-8.268375396728517,-1.072602391242981,2017-04-17 15:15:12.155
17108,0.9564836025238036,-7.923610687255857,-0.9792284965515136,2017-04-17 15:15:12.165
17109,1.0283095836639404,-7.728483200073242,-0.7230489253997803,2017-04-17 15:15:12.175
17110,0.9828197956085204,-7.770381450653076,-0.2885012924671173,2017-04-17 15:15:12.185
17111,0.6057330369949341,-8.238448143005371,0.14365209639072418,2017-04-17 15:15:12.196
17112,0.2394201755523681,-8.614337921142576,1.0031704902648926,2017-04-17 15:15:12.205
17113,-0.2932897210121155,-8.93156909942627,1.6651673316955566,2017-04-17 15:15:12.215
17114,-0.7757213711738586,-9.04290008544922,2.19308876991272,2017-04-17 15:15:12.225
17115,-0.9085995554924012,-8.96269416809082,2.1248540878295903,2017-04-17 15:15:12.235
17116,-0.7541735172271729,-8.857349395751953,1.6268600225448608,2017-04-17 15:15:12.246
17117,-0.4237737059593201,-8.869319915771484,0.8906430602073669,2017-04-17 15:15:12.255
17118,-0.19871874153614044,-9.024943351745604,0.39145198464393616,2017-04-17 15:15:12.265
17119,-0.014365210197865963,-9.477447509765623,-0.15921440720558167,2017-04-17 15:15:12.275
17120,0.1173158809542656,-10.129867553710938,-0.7326257228851318,2017-04-17 15:15:12.286
17121,0.16400282084941864,-10.562021255493164,-1.2210428714752195,2017-04-17 15:15:12.299
17122,0.20231004059314728,-10.935516357421877,-1.9632453918457031,2017-04-17 15:15:12.305
17123,0.3495534360408783,-11.188104629516602,-2.630030632019043,2017-04-17 15:15:12.315
17124,0.6117185354232788,-11.332953453063965,-2.9951462745666504,2017-04-17 15:15:12.325
17125,0.8104372620582581,-11.686098098754885,-2.609679937362671,2017-04-17 15:15:12.335
17126,0.7673416733741759,-12.199654579162598,-1.6855180263519287,2017-04-17 15:15:12.345
17127,0.07302315533161162,-12.633005142211914,-0.8451532125473022,2017-04-17 15:15:12.355
17128,-0.7781155705451965,-12.836512565612793,-0.8379706144332886,2017-04-17 15:15:12.365
17129,-1.8088194131851203,-13.141773223876953,-0.9816226959228516,2017-04-17 15:15:12.375
17130,-3.004723072052002,-13.224372863769533,-1.3060370683670044,2017-04-17 15:15:12.385
17131,-3.679888010025024,-13.160926818847654,-2.2481553554534908,2017-04-17 15:15:12.395
17132,-4.167108058929443,-12.971784591674805,-2.5043349266052246,2017-04-17 15:15:12.405
17133,-3.604470729827881,-12.507309913635256,-2.1380221843719482,2017-04-17 15:15:12.414
17134,-2.8095955848693848,-11.77947235107422,-2.7437551021575928,2017-04-17 15:15:12.425
17135,-2.250549554824829,-11.671732902526855,-3.857059001922608,2017-04-17 15:15:12.434
17136,-1.84233820438385,-12.373234748840332,-4.384980201721191,2017-04-17 15:15:12.445
17137,-1.6747441291809082,-13.615824699401855,-4.022258758544922,2017-04-17 15:15:12.454
17138,-1.535880446434021,-14.70758056640625,-3.776853084564209,2017-04-17 15:15:12.464
17139,-1.2689268589019775,-14.872780799865724,-3.7696704864501953,2017-04-17 15:15:12.474
17140,-1.1228805780410769,-14.262259483337402,-3.272873640060425,2017-04-17 15:15:12.484
17141,-1.2773065567016602,-13.648146629333494,-1.799242615699768,2017-04-17 15:15:12.494
17142,-1.157596468925476,-12.506113052368164,1.1300631761550903,2017-04-17 15:15:12.505
17143,-0.10773907601833344,-11.24795913696289,2.9975404739379883,2017-04-17 15:15:12.514
17144,0.9157821536064148,-9.838972091674805,4.699818134307861,2017-04-17 15:15:12.525
17145,1.413776159286499,-9.083600997924805,5.689820289611816,2017-04-17 15:15:12.534
17146,0.9612720012664796,-9.640253067016602,5.2875943183898935,2017-04-17 15:15:12.544
17147,0.8259995579719543,-11.051634788513184,4.528632640838623,2017-04-17 15:15:12.554
17148,2.2852654457092285,-12.696451187133787,1.7106571197509766,2017-04-17 15:15:12.565
17149,3.858256101608277,-15.015235900878904,-1.0582371950149536,2017-04-17 15:15:12.575
17150,4.602852821350098,-17.12333106994629,-2.118868589401245,2017-04-17 15:15:12.585
17151,4.0737342834472665,-19.082984924316406,-1.7513585090637207,2017-04-17 15:15:12.595
17152,5.310339450836182,-17.996017456054688,0.7003039717674255,2017-04-17 15:15:12.606
17153,5.400122165679932,-16.251840591430664,2.756923198699951,2017-04-17 15:15:12.615
17154,3.689464807510376,-14.78419589996338,1.780089020729065,2017-04-17 15:15:12.625
17155,2.2014684677124023,-13.73314094543457,2.7042508125305176,2017-04-17 15:15:12.635
17156,1.1791443824768066,-12.200851440429688,-0.9816226959228516,2017-04-17 15:15:12.645
17157,1.6663644313812256,-11.152191162109377,-4.644751071929932,2017-04-17 15:15:12.655
17158,1.5717934370040894,-10.056844711303713,-2.318784236907959,2017-04-17 15:15:12.665
17159,0.7721300721168518,-8.540117263793945,-0.395043283700943,2017-04-17 15:15:12.675
17160,0.8391677141189575,-6.847416877746582,1.2773065567016602,2017-04-17 15:15:12.685
17161,0.3711012601852417,-5.907692909240723,2.079364061355591,2017-04-17 15:15:12.695
17162,-0.1472434103488922,-5.6874260902404785,1.804031014442444,2017-04-17 15:15:12.705
17163,-0.3687070608139038,-5.765237808227539,1.1049240827560425,2017-04-17 15:15:12.715
17164,-0.10654197633266448,-5.736507415771484,0.7721300721168518,2017-04-17 15:15:12.725
17165,0.4680664241313934,-5.641936302185059,0.14365209639072418,2017-04-17 15:15:12.735
17166,1.2042834758758545,-5.357026100158691,0.028730420395731926,2017-04-17 15:15:12.745
17167,1.5885528326034546,-4.875791549682617,0.11372458189725874,2017-04-17 15:15:12.755
17168,1.820790410041809,-4.320336818695068,-0.0011971008498221636,2017-04-17 15:15:12.765
17169,1.7058687210083008,-4.369418144226073,0.4297592043876648,2017-04-17 15:15:12.775
17170,1.4544775485992432,-4.820724964141847,0.9433154463768004,2017-04-17 15:15:12.785
17171,1.212663173675537,-4.2054152488708505,1.3634978532791138,2017-04-17 15:15:12.796
17172,1.2318167686462402,-3.4117374420166016,0.9636662006378174,2017-04-17 15:15:12.805
17173,1.4185645580291748,-3.44765043258667,0.2944868206977844,2017-04-17 15:15:12.817
17174,2.0159177780151367,-3.576937437057495,-0.24660277366638186,2017-04-17 15:15:12.825
17175,2.674323320388794,-3.5015199184417725,-0.7960720658302307,2017-04-17 15:15:12.835
17176,3.0573954582214355,-3.381809949874878,-1.4173674583435059,2017-04-17 15:15:12.845
17177,3.184288263320924,-3.2597055435180664,-2.227804660797119,2017-04-17 15:15:12.855
17178,3.114856481552124,-3.4320881366729736,-2.9221231937408447,2017-04-17 15:15:12.865
17179,2.6874914169311523,-4.074931144714356,-3.2836475372314453,2017-04-17 15:15:12.875
17180,2.322375535964966,-5.316324710845947,-3.83072280883789,2017-04-17 15:15:12.885
17181,2.098517894744873,-6.868964672088622,-5.434837818145752,2017-04-17 15:15:12.894
17182,2.539050817489624,-8.456320762634277,-8.361749649047853,2017-04-17 15:15:12.904
17183,3.584120035171509,-10.052056312561037,-11.581951141357422,2017-04-17 15:15:12.914
17184,4.844666957855225,-12.12902545928955,-13.985729217529295,2017-04-17 15:15:12.924
17185,6.366182327270508,-14.753070831298828,-13.81215000152588,2017-04-17 15:15:12.935
17186,5.863399982452393,-17.603368759155273,-10.797849655151367,2017-04-17 15:15:12.944
17187,4.982333660125732,-18.458097457885746,-7.874529361724853,2017-04-17 15:15:12.954
17188,6.090848922729492,-16.012420654296875,-8.846575736999512,2017-04-17 15:15:12.965
17189,6.460753440856934,-12.721590995788574,-11.942277908325195,2017-04-17 15:15:12.974
17190,4.636371612548828,-10.24000072479248,-12.09430980682373,2017-04-17 15:15:12.985
17191,2.419340848922729,-8.280346870422362,-7.949946880340576,2017-04-17 15:15:12.995
17192,1.4772224426269531,-6.931213855743407,-2.341529369354248,2017-04-17 15:15:13.005
17193,1.5346833467483518,-6.443994045257568,-0.4668693244457245,2017-04-17 15:15:13.015
17194,1.849520802497864,-7.332242488861084,-0.2801215946674347,2017-04-17 15:15:13.026
17195,2.100912094116211,-9.153033256530762,-1.3778630495071411,2017-04-17 15:15:13.036
17196,1.4496891498565674,-11.477803230285645,-1.486799240112305,2017-04-17 15:15:13.045
17197,0.9540894031524658,-13.989320755004885,-0.5231330990791321,2017-04-17 15:15:13.055
17198,0.9002198576927185,-16.461334228515625,0.8044517636299133,2017-04-17 15:15:13.066
17199,1.0522516965866089,-18.54668426513672,2.1080946922302246,2017-04-17 15:15:13.076
17200,2.06978726387024,-19.492393493652344,1.701080322265625,2017-04-17 15:15:13.086
17201,2.8191723823547363,-17.410634994506836,-0.18076223134994507,2017-04-17 15:15:13.096
17202,3.9695863723754883,-11.693281173706055,-1.594538331031799,2017-04-17 15:15:13.106
